전체 IPC,Unnamed: 2,Unnamed: 4,Unnamed: 6,Unnamed: 8,Unnamed: 10,Unnamed: 12,Unnamed: 14,Unnamed: 16,Unnamed: 18,Unnamed: 20,Unnamed: 22,Unnamed: 24,Unnamed: 26,Unnamed: 28,Unnamed: 30,Unnamed: 32,Unnamed: 34,Unnamed: 36,Unnamed: 38,Unnamed: 40,Unnamed: 42,Unnamed: 44,Unnamed: 46,Unnamed: 48,Unnamed: 50,Unnamed: 52,Unnamed: 54,Unnamed: 56,Unnamed: 58,Unnamed: 60,Unnamed: 62,Unnamed: 64,Unnamed: 66,Unnamed: 68,Unnamed: 70,Unnamed: 72,Unnamed: 74,Unnamed: 76,Unnamed: 78,Unnamed: 80,Unnamed: 82
H04L, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61B, A61B, A61B, A61B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, G06F, H04L, H04L, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60W, B60W, B60W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06Q, G06Q, G07C, H04L, H04W, H04W, G07C, B60W, G08G, G08G, G08G, G08G, G08B, B60W, G08G, G06K, G08B, G06F, G06Q, G06Q, B60Q, G06Q, B60R, G05B, H04W, B60W, G01S, G06Q, , , , , , , , , , , , , , 
G08G, B60W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60W, G08G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
E03B, A01G, E03B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
C12N, C12N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H01M, H01M, H01M, H01M, H01M, H01M, H01M, H01M, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G01N, G01N, E21F, B65G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, G06F, G06F, G06F, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H02J, H02J, H02J, G05B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04H, H04H, H04H, H04L, H04B, H04L, H04N, H04N, H04N, H04N, H04L, H04N, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04H, H04H, H04H, H04B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H02S, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A62C, A62C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06Q, G06F, G06Q, G06Q, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, H05K, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
C12N, C12N, C12N, G16B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04B, H04B, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04N, H04L, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06Q, G06F, G06F, G06F, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08G, G08G, G10L, G10L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H02J, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B25J, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04N, H04N, H04L, H04L, H04L, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60T, B60T, B60T, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60T, B60T, B60T, B60T, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08G, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04B, G01R, G08C, B60T, B60R, B60T, B60L, B60W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08G, G08G, G01C, G08G, B64D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61K, A61K, A61P, A61P, C12Q, G01N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60R, B60Q, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G05B, G05B, G05B, G05B, G05B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A01H, A01H, A01H, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A01H, A01H, A01H, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G11C, G11C, G11C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G16H, G06Q, G06K, G06Q, H01Q, G16H, G16H, G06Q, G16Z, G16H, G16H, G16H, G16H, G16H, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06Q, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B61L, B61L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H01L, G01L, G01L, G01L, H01L, G01L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
F16F, F16F, B61F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
C12N, A61K, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
C07D, A61K, A61K, A61K, A61K, A61K, A61P, A61P, A61P, A61P, A61P, A61P, A61P, A61P, A61P, A61P, A61P, A61P, A61P, A61P, A61P, A61P, A61P, A61P, A61P, C07D, C07D, C07D, C07D, C07D, , , , , , , , , , , , 
H04W, H04L, H04L, H04L, H04L, H04W, H04B, H04L, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G05B, G05B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B66B, B66B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60W, B60W, G08G, G08G, B62D, G06K, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04B, H04B, H04L, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04B, H04W, H04B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04L, H04B, H04B, H04B, H04B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60W, B60Q, G01S, B60W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08B, G08B, G08B, G08B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
F21V, F21S, F21V, F21V, G08B, H05B, F21W, F21Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H10K, H10K, H10K, H10K, H10K, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08G, G08G, G01S, G01S, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B66B, G01R, B66B, G01R, G01R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06K, B60R, G06T, B60R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G16H, A61H, A61M, A63B, G16H, G16H, G16H, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H05B, H05B, H02J, H05B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60W, B60W, B60W, G06V, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B62B, B62B, B62B, B62B, E04G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G16H, G06F, G06F, G16H, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A01D, G01G, G01G, G01F, G01G, A01D, G01F, G01F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G11C, G11C, G11C, G11C, G11C, G11C, G06F, G11C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G01M, F04B, F04B, F04B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04L, H04L, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A01G, G05B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
E02F, G05G, G05G, G05G, E02F, G05G, E02F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60W, G01M, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H01M, H02J, F41H, H04B, H01M, H01M, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08G, B60W, B60W, B60W, B60W, B60W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G07C, G07C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61M, G16H, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G16H, G06T, G06V, G10L, G06F, G06T, G06V, G06V, G06V, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60W, B60W, B60W, B60W, G05D, B60W, B60W, G08G, B60W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61B, A61B, A61B, A61B, A61B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A63F, A63F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
F24F, F24F, F24F, F24F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G07C, G10L, G06V, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G11B, G11B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06T, G16H, G16H, G06N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06Q, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04L, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08B, B60R, B60Q, B60R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G01W, G01W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, G06N, G06F, G06Q, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B62D, B62D, B60R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G05B, F24F, H04L, F24F, F24F, F24F, F24F, F24F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A01H, A01H, A01H, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H02J, H02J, H02M, H02M, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06N, G06K, G06N, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61B, A61B, A61B, A61B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A42B, A61B, G08B, G08G, G08G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A62B, E04F, E04F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B64D, B64C, G06F, G06F, G09B, G01S, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
F23N, F23L, F23L, F23L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, G06F, G11C, G11C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08G, B64C, G01S, G01S, G05D, G01S, G08G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G01R, G06F, G06N, H04B, H04B, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, H04L, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08B, G08B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08G, G08G, B60W, G08G, G08G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04R, H04R, G06F, H04S, H04B, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06Q, G06Q, G06Q, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G01V, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04R, H04R, G06F, H04S, H04L, H04B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04L, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B64C, H04M, G05D, A61M, A61N, A61K, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04L, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A41D, A41D, A41F, A41F, A41D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G01S, G01S, B60Q, G02B, G02B, G02B, F21V, B60W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A63F, H04L, A63F, H04L, G07F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G02F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61N, A61N, A61N, A61N, A61N, A61N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04L, H04W, H04W, H04L, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04L, H04L, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04H, H04H, H04H, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G01N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G16H, G01N, G01N, G01N, G16H, G16H, G16H, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H02J, G01R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B65G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06Q, G06N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08B, A42B, A42B, G08B, G08B, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08B, G06V, G06V, G08B, G10L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60W, B60W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04L, H04W, H04W, H04L, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
F41G, G09B, F41J, F42B, F42B, F42B, F41G, F41G, G09B, G09B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61N, A61N, A61N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G07C, G07C, G07C, H04L, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04B, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B64D, B64C, B64C, A63H, G05D, H02P, B64C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H03G, H03F, H02M, H03F, H02M, H02J, H02J, H02M, H03F, H03F, H03F, H02M, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
E21B, E02D, E02F, E02F, E21B, E21B, G05B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A01M, B60K, G05D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61M, G06Q, G16H, G16H, G16H, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61N, G06T, G06T, G06T, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04L, H04L, H04L, H04L, H04L, H04W, H04W, H04W, H04L, G06F, H04L, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04Q, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
E21B, E21B, E21C, E21C, B25D, B25D, B25D, E02F, E02F, E21B, E21B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G05D, G06F, G06F, G06N, H04L, G05B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G16C, G05B, G05B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04L, H04L, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H01Q, H01Q, H04B, G01S, G01S, H04B, H05K, H01Q, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H05K, A62C, H05K, G08B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06T, G06F, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G07C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
E21B, E21B, E21B, E21B, E21B, E21B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A63B, A63B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60W, B60W, G08G, G08G, B60W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04L, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06Q, G06Q, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04M, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B63B, B63B, B63B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61B, A61B, A61B, A61B, A61B, A61B, A61B, A61B, A61F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A62C, A62C, B65G, A62C, A62C, B65G, E06B, E06B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60W, B60W, B60W, B60W, B62D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H03M, G06F, G06F, G06F, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04L, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B62D, B62D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
E21C, E02F, G05D, E02F, E02F, E02F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60W, G05D, G06Q, G06Q, G06Q, G06Q, G05D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
F02D, F02D, F02D, F02D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
F41G, B64C, F41G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60W, B60W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G05D, B63H, B63H, B63H, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08B, G08B, G08B, G08B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04J, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08B, G08B, H04B, H04B, G08B, H04M, H04W, B65C, B65C, G01K, G01K, G06K, G06K, G06K, H04L, H04Q, , , , , , , , , , , , , , , , , , , , , , , , , , 
G01D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G16H, G16H, A61B, A61B, A61B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06Q, B25J, B25J, B66B, G06Q, G06Q, G06Q, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G01S, G01S, G01S, G01S, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B65H, B65H, B65H, B65H, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
