전체 IPC,Unnamed: 2,Unnamed: 4,Unnamed: 6,Unnamed: 8,Unnamed: 10,Unnamed: 12,Unnamed: 14,Unnamed: 16,Unnamed: 18,Unnamed: 20,Unnamed: 22,Unnamed: 24,Unnamed: 26,Unnamed: 28,Unnamed: 30,Unnamed: 32,Unnamed: 34,Unnamed: 36,Unnamed: 38,Unnamed: 40,Unnamed: 42,Unnamed: 44,Unnamed: 46,Unnamed: 48,Unnamed: 50,Unnamed: 52,Unnamed: 54,Unnamed: 56,Unnamed: 58,Unnamed: 60,Unnamed: 62,Unnamed: 64,Unnamed: 66,Unnamed: 68,Unnamed: 70,Unnamed: 72,Unnamed: 74,Unnamed: 76,Unnamed: 78,Unnamed: 80,Unnamed: 82
B60W, B60W, B60W, B60W, B60W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60R, G01S, B60R, G01S, B60R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B64C, B64D, G05D, H04W, B64D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B64C, B64C, B64D, B64D, B64D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, G06F, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61B, A61B, A61B, A61B, G06F, G16B, A61B, G16H, A61B, A61B, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06Q, G06Q, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G01S, G01S, G06K, G06K, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, G11C, G11C, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H01H, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B05B, B05B, D06F, D06F, D06F, D06F, C02F, C02F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, G06F, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B41J, B41J, B41J, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60H, H02J, H02J, H02J, H02J, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60W, B60W, B60W, B60W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04L, H04L, H04W, H04L, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H02J, H02J, H02J, H02J, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04B, H04L, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G01S, G01S, B60Q, G01S, G01S, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B61D, B60Q, B60Q, H05B, H05B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, H04W, H04W, H04L, H04B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H05K, H05K, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B64C, B64D, B64U, F41G, G05D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04L, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04B, H04L, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04B, H04L, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H03K, H03K, H03K, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G01R, H01M, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H03K, H03K, G06F, H03K, H03K, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H01M, H02J, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60W, B60W, B60Q, B60W, B60W, E05B, E05F, B60W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08G, G08G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08B, G08B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G05D, G05D, G05D, B64C, G05D, B64U, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G11C, G11C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
E02F, F15B, E02F, E02F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61M, A61K, A61K, A61K, A61P, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A01D, A01B, A01B, F15B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06Q, G06Q, G06Q, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08G, G05D, G05D, G06V, B64C, B64D, H04B, G01C, G06T, G01S, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
E02F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06K, B65G, G06K, G06Q, B65G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04L, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61B, A61B, A61B, G16H, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A01K, A01J, A01K, A01K, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06V, G06V, G06V, G06V, G06V, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06V, G06V, G06V, G06V, G06V, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06V, G06V, G06V, G06V, G06V, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06V, G06V, G06V, G06V, G06V, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06Q, H04N, H04N, H04N, H04N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B25J, B25J, B25J, B25J, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04L, H04L, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B64D, G01W, G01S, G01W, G01W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G07C, G06K, G06K, G06K, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06Q, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H01H, G01N, G01K, G01L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A23B, A01N, A23L, A23L, F25D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A62C, G08B, G08B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04L, H04L, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04L, H04W, H04W, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04N, G06K, H04N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G16H, G06Q, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B63B, G01C, G05D, G08G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A62C, A62C, A62C, G08B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G05B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61G, G05D, B25J, B25J, B25J, G01S, G01S, G01S, B25J, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06Q, G06Q, G06N, G06Q, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B07C, B07C, B07C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A63H, A63H, G01D, A63H, A63H, A63H, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B07C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04L, H04L, H04L, H04L, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04L, H04W, H04B, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
F24F, F24F, G05B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60L, B60L, B60L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08B, G08B, A62C, G06Q, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B64C, B64C, B64D, B64D, B64U, G05D, G08G, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H05B, H05B, G09G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H02J, B60L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G09B, G16H, A63B, A63B, A63B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60L, B60L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G01V, B63G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04L, H04L, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60L, G01P, G01S, G01S, G01S, G01S, G01S, G01S, G07C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08G, G08G, H04W, G01D, G01S, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, H03M, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60W, H04W, H04W, G08G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
E05B, E05B, E05B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A47L, A47L, G08B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60Q, G08B, B60L, E05B, B60R, E05B, G07C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G01N, G16B, G01N, G01N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04L, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G05B, G05D, G06N, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06T, G06K, G06F, G06K, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A63F, A63F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
F25D, F25D, F25D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
D06F, D06F, D06F, D06F, D06F, D06F, D06F, D06F, D06F, D06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06Q, G06N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, G06F, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60W, B60W, B60W, B60W, B60W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08G, G08G, G06F, G06F, B64F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G01M, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08G, G01S, G01S, G08G, G08G, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
F02D, G05B, F02D, F02D, G05B, G06N, F02D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06T, G06Q, G01S, G06T, G01S, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04L, H04W, H04L, H04L, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60W, B60W, G06F, G06N, B60W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06K, G07C, G06F, G06K, G06F, G06F, G06F, G06V, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A63C, A63C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G03G, G03G, G03G, G03G, G03G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G03G, G03G, G03G, G03G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G03G, G03G, G03G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G03G, G03G, G03G, G03G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G03G, G03G, G03G, G03G, G03G, G03G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G03G, G03G, G03G, G03G, G03G, G03G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A47L, G09F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, G06F, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
F42B, F42B, F42C, F42C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H02J, H02J, H04B, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H02J, H02J, H04B, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B61L, B61L, B61L, B61L, B61L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04L, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04L, H04W, H04W, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, H04W, H04W, H04W, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H05B, H05B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, G06F, H04L, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, G10L, G10L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04M, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G01C, G01C, G06Q, G06T, H04W, G07C, G05D, G06Q, G06Q, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, H04B, H04S, H04L, H04R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61N, A61L, A61L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, G06F, G06F, G06F, H04L, H04L, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, G06F, H04L, G06F, G06N, G06F, G06Q, G06N, G06N, G06F, G06Q, G06K, G06N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H05K, G01B, G01B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, G06F, G06F, G06N, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61M, A61B, A61M, A61M, G16H, G16H, A61M, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06K, G06V, G06K, G06V, G06N, G08G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04W, H04W, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G16H, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, G06F, G06F, G06F, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, H04L, H04L, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G01R, G01R, G08B, G08B, G10K, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, G06F, G06F, G06F, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, G06F, G06F, G06F, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
F41G, F41G, H02S, G02B, H02J, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08B, G08B, G08B, G08B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B25J, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60W, B60W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B25J, B25J, B25J, B25J, B65G, B25J, B65G, B25J, B25J, B25J, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04L, B60W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
C07K, A61P, C07K, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60R, B60R, G08G, G01S, B60W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
C07K, A61K, A61P, C07K, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
C12N, C07K, C07K, C07K, C12N, A61P, A61P, A61K, A61K, A61K, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H05G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B66C, B66C, B66C, B66C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G11C, G11C, G11C, G11C, G11C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60W, B62D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06T, G10L, G10L, G10L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G05D, A61H, B25J, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B64G, B64G, B64G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B64G, B64G, B64G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
F42D, F42D, B64C, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08B, G08B, G08B, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61B, A61B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61B, A61B, A61B, A61B, A61B, A61B, A61B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61B, A61B, A61B, A61B, A61B, A61B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61B, A61B, A61B, A61J, G06K, A61B, A61B, A61B, A61B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61B, A61B, A61B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61B, A61B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08G, G08G, G08G, G07B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60T, B60T, B60T, B60T, B60T, B60T, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G01R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G03G, G03G, G03G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04W, G06F, H04W, H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A63F, G06N, A63F, G06T, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60T, B60T, B60T, B60T, B60T, B60T, B60T, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60T, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B07C, B25J, G06N, G06Q, B25J, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G03G, G03G, G03G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B64D, B64D, G08G, G08G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G01C, G06F, G06F, G08G, G08G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, G06Q, G06Q, G06F, H04L, G06F, G06F, G06F, G06F, G06F, G06Q, H04W, G06F, G06F, G06F, G06F, G06F, G06F, G06F, H04L, H04L, G06F, H04L, , , , , , , , , , , , , , , , , , , 
G05D, B64C, G08G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04B, G01S, H01Q, H04B, H04B, H04B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04W, H04W, H04W, H04W, H04W, H04W, H04L, H04L, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06N, G06K, G06N, G06N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04L, H04L, H04L, H04L, H04B, H04B, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04L, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04L, H04L, H04W, H04W, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06T, G06V, H04L, G06F, G08B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A61B, A61G, A61B, H01Q, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, G06F, G11C, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04B, H04B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G05B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A01B, A01B, A01B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G05D, G05D, G08G, B64F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G05B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
A01B, A01G, A01G, A01M, G05D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B60W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
F42B, F42B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04W, H04W, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
B29C, A23L, A23L, A23L, B29C, B29C, B33Y, B33Y, B33Y, B33Y, B33Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08B, G08B, G08B, G08B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
H04L, H04L, H04L, H04L, H04L, H04B, H04B, H04L, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G16H, G16H, G16H, G16H, A61N, H04L, H04L, H04L, H04N, A61B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G06F, H04L, H04L, G06F, H04L, H04L, H04L, H04L, H04L, H04L, G06F, G06Q, G05B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G11C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G01N, G01N, G01W, G06Q, G06F, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G08G, G08G, B64C, B64D, G05D, G01C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
